accession	start	end	domain
Q9UKP5	1083	1115	PLAC (protease and lacunin) domain
Q9UKP5	250	468	Reprolysin (M12B) family zinc metalloprotease
Q9UKP5	480	548	ADAMTS cysteine-rich domain 2
Q9UKP5	844	899	Thrombospondin type 1 domain
Q9UKP5	903	959	Thrombospondin type 1 domain
Q9UKP5	963	1017	Thrombospondin type 1 domain
Q9UKP5	1022	1071	Thrombospondin type 1 domain
P05090	37	182	Lipocalin-like domain
Q96G03	55	200	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I
Q96G03	344	471	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III
Q96G03	228	333	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II
Q8WWB3	3	41	Dpy-30 motif
A0A087WXS9	105	312	Rab-GTPase-TBC domain
Q14689	340	760	AMP-binding enzyme
Q14689	991	1401	AMP-binding enzyme
Q14689	10	122	DMAP1-binding Domain
Q14689	1460	1562	Disco-interacting protein 2-like, AMP domain
Q9H0C5	183	283	BTB And C-terminal Kelch
Q9H0C5	333	481	PHR domain
Q9H0C5	62	174	BTB/POZ domain
A0A087WWU0	2	31	Cancer/testis gene family 47
B7Z8K6	11	76	Immunoglobulin C1-set domain
P54793	440	574	C-terminal region of aryl-sulfatase
P54793	30	414	Sulfatase
Q16322	217	467	Ion transport protein
Q16322	88	178	BTB/POZ domain
Q5T752	53	114	Late cornified envelope
Q9BUJ0	97	195	Alpha/beta hydrolase family
Q9UBC3	575	707	C-5 cytosine-specific DNA methylase
Q9UBC3	416	471	DNMT3, cysteine rich ADD domain, GATA1-like zinc finger
Q9UBC3	478	527	DNMT3, ADD PHD zinc finger
Q9UBC3	226	309	PWWP domain
P14136	4	66	Intermediate filament head (DNA binding) region
P14136	68	376	Intermediate filament protein
P59535	17	310	Taste receptor protein (TAS2R)
Q8WVF2	1	134	Unique cartilage matrix associated protein
Q5NUL3	58	321	7 transmembrane receptor (rhodopsin family)
Q8IZF4	247	498	7 transmembrane receptor (Secretin family)
Q8IZF4	188	232	GPCR proteolysis site, GPS, motif
Q86XR2	366	537	Protein Niban 2-like domain
Q86XR2	113	225	Protein Niban 2-like, PH domain
Q14192	6	33	FHL2/3 N-terminal LIM domain
Q14192	40	96	LIM domain
Q14192	101	157	LIM domain
Q14192	162	216	LIM domain
Q14192	221	275	LIM domain
Q8TAD7	1	62	OCC1 family
Q6PK81	15	55	KRAB box
Q6PK81	191	213	Zinc finger, C2H2 type
Q6PK81	219	241	Zinc finger, C2H2 type
Q6PK81	249	269	Zinc finger, C2H2 type
Q6PK81	275	297	Zinc finger, C2H2 type
Q6PK81	303	325	Zinc finger, C2H2 type
Q6PK81	331	353	Zinc finger, C2H2 type
Q6PK81	359	381	Zinc finger, C2H2 type
Q6PK81	387	409	Zinc finger, C2H2 type
Q6PK81	415	437	Zinc finger, C2H2 type
P0C7V4	41	82	Zinc knuckle
O43913	302	431	Origin recognition complex (ORC) subunit 5 C-terminus
O43913	8	154	AAA ATPase domain
O43913	204	271	ORC5, lid domain
Q8WYP5	1	489	beta-propeller of ELYS nucleoporin
Q8WYP5	722	944	Nuclear pore complex assembly
A0A0B4J238	23	106	Immunoglobulin V-set domain
O95868	21	105	u-PAR/Ly-6 domain
P41271	31	122	DAN domain
P25685	4	65	DnaJ domain
P25685	165	323	DnaJ C terminal domain
O00194	11	182	Ras family
Q6ECI4	229	250	Zinc finger, C2H2 type
Q6ECI4	256	278	Zinc finger, C2H2 type
Q6ECI4	284	306	Zinc finger, C2H2 type
Q6ECI4	312	334	Zinc finger, C2H2 type
Q6ECI4	340	362	Zinc finger, C2H2 type
Q6ECI4	368	391	Zinc finger, C2H2 type
Q6ECI4	425	447	Zinc finger, C2H2 type
Q6ECI4	453	475	Zinc finger, C2H2 type
Q6ECI4	481	503	Zinc finger, C2H2 type
Q6ECI4	509	531	Zinc finger, C2H2 type
Q6ECI4	537	559	Zinc finger, C2H2 type
Q6ECI4	565	587	Zinc finger, C2H2 type
Q6ECI4	621	643	Zinc finger, C2H2 type
Q6ECI4	649	671	Zinc finger, C2H2 type
Q6ECI4	677	699	Zinc finger, C2H2 type
Q6ECI4	22	63	KRAB box
Q6YBV0	58	472	Transmembrane amino acid transporter protein
Q9H2J7	61	642	Sodium:neurotransmitter symporter family
Q86XG9	178	242	Olduvai domain
Q3ZCX4	48	88	KRAB box
Q3ZCX4	222	244	Zinc finger, C2H2 type
Q3ZCX4	250	272	Zinc finger, C2H2 type
Q3ZCX4	278	300	Zinc finger, C2H2 type
Q3ZCX4	306	328	Zinc finger, C2H2 type
Q3ZCX4	334	356	Zinc finger, C2H2 type
Q3ZCX4	362	384	Zinc finger, C2H2 type
Q3ZCX4	390	412	Zinc finger, C2H2 type
Q3ZCX4	418	440	Zinc finger, C2H2 type
Q3ZCX4	446	468	Zinc finger, C2H2 type
Q3ZCX4	474	496	Zinc finger, C2H2 type
Q3ZCX4	502	524	Zinc finger, C2H2 type
Q3ZCX4	530	552	Zinc finger, C2H2 type
Q3ZCX4	558	580	Zinc finger, C2H2 type
Q3ZCX4	586	608	Zinc finger, C2H2 type
Q3ZCX4	614	636	Zinc finger, C2H2 type
Q15777	59	255	Calcineurin-like phosphoesterase
P0CI01	194	303	Cell cycle regulatory protein
P0CI01	351	398	Cell cycle regulatory protein
P10632	30	487	Cytochrome P450
Q15256	417	644	Protein-tyrosine phosphatase
Q15256	113	211	PTRR N-terminal domain
P80162	48	105	Small cytokines (intecrine/chemokine), interleukin-8 like
Q8WUK0	88	184	Dual specificity phosphatase, catalytic domain
Q7RTW8	30	153	Otoancorin N-terminal domain
Q9UJU3	525	547	Zinc finger, C2H2 type
Q9UJU3	553	575	Zinc finger, C2H2 type
Q9UJU3	581	603	Zinc finger, C2H2 type
Q9UJU3	609	631	Zinc finger, C2H2 type
Q9UJU3	637	659	Zinc finger, C2H2 type
Q9UJU3	665	687	Zinc finger, C2H2 type
Q9UJU3	693	715	Zinc finger, C2H2 type
Q9UJU3	721	743	Zinc finger, C2H2 type
Q9UJU3	749	771	Zinc finger, C2H2 type
Q9UJU3	777	799	Zinc finger, C2H2 type
Q9UJU3	805	827	Zinc finger, C2H2 type
Q9UJU3	833	855	Zinc finger, C2H2 type
Q9UJU3	7	47	KRAB box
P98177	463	503	Transactivation domain of FOXO protein family
P98177	103	184	Forkhead domain
Q8NES3	109	358	Fringe-like
Q8NE01	387	445	CBS domain
Q8NE01	471	655	Metal transporter CNNM2-like, C-terminal CNBH domain
Q8IYV9	21	165	Izumo sperm-egg fusion, Ig domain-associated
Q8IYV9	168	255	Izumo-like Immunoglobulin domain
P08123	32	75	Collagen triple helix repeat (20 copies)
P08123	91	149	Collagen triple helix repeat (20 copies)
P08123	190	243	Collagen triple helix repeat (20 copies)
P08123	519	574	Collagen triple helix repeat (20 copies)
P08123	1045	1102	Collagen triple helix repeat (20 copies)
P08123	1132	1365	Fibrillar collagen C-terminal domain
Q96BN2	7	111	Transcriptional regulator of RNA polII, SAGA, subunit
Q96BN2	138	193	Transcriptional regulator of RNA polII, SAGA, subunit
Q5T751	1	25	Late cornified envelope
Q5T751	57	118	Late cornified envelope
P56178	32	117	Homeobox protein distal-less-like N terminal
P56178	138	194	Homeodomain
Q6NXT4	35	255	Cation efflux transmembrane domain
P58166	247	349	Transforming growth factor beta like domain
P0DPF2	3	56	Olduvai domain
P0DPF2	66	132	Olduvai domain
P0DPF2	140	206	Olduvai domain
P0DPF2	235	300	Olduvai domain
P0DPF2	310	376	Olduvai domain
P0DPF2	384	450	Olduvai domain
P0DPF2	479	544	Olduvai domain
P0DPF2	554	620	Olduvai domain
P0DPF2	628	694	Olduvai domain
P0DPF2	723	788	Olduvai domain
P0DPF2	798	864	Olduvai domain
P0DPF2	872	938	Olduvai domain
P0DPF2	967	1032	Olduvai domain
P0DPF2	1042	1108	Olduvai domain
P0DPF2	1116	1182	Olduvai domain
P0DPF2	1211	1276	Olduvai domain
P0DPF2	1286	1352	Olduvai domain
P0DPF2	1360	1426	Olduvai domain
P0DPF2	1455	1520	Olduvai domain
P0DPF2	1530	1596	Olduvai domain
P0DPF2	1604	1670	Olduvai domain
P0DPF2	1699	1764	Olduvai domain
P0DPF2	1774	1840	Olduvai domain
P0DPF2	1848	1914	Olduvai domain
P0DPF2	1943	2008	Olduvai domain
P0DPF2	2018	2084	Olduvai domain
P0DPF2	2092	2158	Olduvai domain
P0DPF2	2187	2252	Olduvai domain
P0DPF2	2262	2328	Olduvai domain
P0DPF2	2336	2402	Olduvai domain
P0DPF2	2431	2496	Olduvai domain
P0DPF2	2506	2572	Olduvai domain
P0DPF2	2580	2646	Olduvai domain
P0DPF2	2675	2740	Olduvai domain
P0DPF2	2750	2816	Olduvai domain
P0DPF2	2824	2890	Olduvai domain
P0DPF2	2919	2984	Olduvai domain
P0DPF2	2994	3060	Olduvai domain
P0DPF2	3068	3134	Olduvai domain
P0DPF2	3163	3228	Olduvai domain
P0DPF2	3238	3304	Olduvai domain
P0DPF2	3312	3378	Olduvai domain
P0DPF2	3407	3472	Olduvai domain
P0DPF2	3482	3548	Olduvai domain
P0DPF2	3556	3622	Olduvai domain
P0DPF2	3651	3716	Olduvai domain
P0DPF2	3726	3792	Olduvai domain
P0DPF2	3800	3866	Olduvai domain
P0DPF2	3895	3960	Olduvai domain
P0DPF2	3970	4036	Olduvai domain
P0DPF2	4044	4110	Olduvai domain
P0DPF2	4139	4204	Olduvai domain
P0DPF2	4214	4280	Olduvai domain
P0DPF2	4288	4354	Olduvai domain
P0DPF2	4383	4449	Olduvai domain
P0DPF2	4457	4523	Olduvai domain
P0DPF2	4552	4618	Olduvai domain
P0DPF2	4626	4692	Olduvai domain
P0DPF2	4702	4768	Olduvai domain
P0DPF2	4776	4842	Olduvai domain
P0DPF2	4871	4936	Olduvai domain
P0DPF2	4946	5012	Olduvai domain
P0DPF2	5020	5086	Olduvai domain
P0DPF2	5115	5181	Olduvai domain
Q5SZK8	325	406	Cadherin-like
Q5SZK8	439	552	Cadherin-like
Q5SZK8	561	683	Cadherin-like
Q5SZK8	711	812	Cadherin-like
Q5SZK8	832	932	Cadherin-like
Q5SZK8	949	1039	Cadherin-like
Q5SZK8	1067	1183	Cadherin-like
Q5SZK8	1191	1296	Cadherin-like
Q5SZK8	1304	1414	Cadherin-like
Q5SZK8	1425	1526	Cadherin-like
Q5SZK8	1534	1630	Cadherin-like
Q5SZK8	1678	1758	Cadherin-like
Q5SZK8	72	284	Frem protein N-terminal domain
Q5SZK8	1771	1878	Calx-beta domain
Q5SZK8	1879	1987	Calx-beta domain
Q5SZK8	2003	2123	Calx-beta domain
Q5SZK8	2244	2357	Calx-beta domain
O95832	5	182	PMP-22/EMP/MP20/Claudin family
Q99470	33	126	MIR domain
P06729	30	126	Immunoglobulin V-set domain
P06729	135	205	Immunoglobulin C2-set domain
Q8N9K5	45	86	KRAB box
Q8N9K5	208	229	Zinc finger, C2H2 type
Q8N9K5	237	257	Zinc finger, C2H2 type
Q8N9K5	263	285	Zinc finger, C2H2 type
Q8N9K5	291	313	Zinc finger, C2H2 type
Q8N9K5	319	341	Zinc finger, C2H2 type
Q8N9K5	347	369	Zinc finger, C2H2 type
Q8N9K5	375	397	Zinc finger, C2H2 type
Q8N9K5	403	425	Zinc finger, C2H2 type
Q8N9K5	431	453	Zinc finger, C2H2 type
Q8N9K5	459	481	Zinc finger, C2H2 type
Q8N9K5	487	509	Zinc finger, C2H2 type
Q8N9K5	515	537	Zinc finger, C2H2 type
Q9P1Z2	15	118	SKICH domain
Q9P1Z2	122	596	Calcium binding and coiled-coil domain (CALCOCO1) like
Q9P1Z2	654	680	Autophagy receptor zinc finger-C2H2 domain
Q8N4Z0	12	178	Ras family
Q5JZY3	570	642	Ephrin type-A receptor 2 transmembrane domain
Q5JZY3	37	211	Ephrin receptor ligand binding domain
Q5JZY3	213	271	Ephrin cysteine rich domain
Q5JZY3	932	994	SAM domain (Sterile alpha motif)
Q5JZY3	339	431	Fibronectin type III domain
Q5JZY3	463	534	Fibronectin type III domain
Q5JZY3	646	900	Protein tyrosine and serine/threonine kinase
Q8N9F0	160	264	Acetyltransferase (GNAT) family
Q8IU54	32	186	Interleukin-28A
O95166	13	116	Autophagy protein Atg8 ubiquitin like
O60404	34	309	Olfactory receptor
P61574	19	105	Rec (regulator of expression encoded by corf) of HERV-K-113
Q6N075	6	329	Sugar-tranasporters, 12 TM
Q96KS9	130	214	FAM167
Q8WV16	142	494	DDB1- and CUL4-associated factor 4 beta-propeller domain
Q13258	59	323	7 transmembrane receptor (rhodopsin family)
P01008	86	461	Serpin (serine protease inhibitor)
O75528	310	419	Histone acetyltransferases subunit 3
P10745	23	127	N-terminal domain of Peptidase_S41 in eukaryotic IRBP
P10745	309	436	N-terminal domain of Peptidase_S41 in eukaryotic IRBP
P10745	619	740	N-terminal domain of Peptidase_S41 in eukaryotic IRBP
P10745	921	1039	N-terminal domain of Peptidase_S41 in eukaryotic IRBP
P10745	129	293	Peptidase family S41
P10745	438	616	Peptidase family S41
P10745	743	918	Peptidase family S41
P10745	1041	1217	Peptidase family S41
O43292	125	615	Gaa1-like, GPI transamidase component
Q12794	24	432	Hyaluronidase
P57773	3	234	Connexin
P0DH78	24	58	RING-type zinc-finger
Q8N1A0	2	149	Intermediate filament protein
Q8N998	52	372	Coiled-coil domain-containing protein 89
O60258	53	175	Fibroblast growth factor
A0A0B4J1U4	27	115	Immunoglobulin V-set domain
Q7L3V2	99	178	Domain of unknown function (DUF4939)
O95164	8	114	Ubiquitin-2 like Rad60 SUMO-like
Q58FF7	170	239	Hsp90 protein
Q58FF7	344	575	Hsp90 protein
Q9H9A5	522	604	CNOT10 tetratricopeptide repeat domain
P19474	16	54	Zinc finger, C3HC4 type (RING finger)
P19474	289	337	SPRY-associated domain
P19474	341	459	SPRY domain
P19474	89	128	B-box zinc finger
P01133	356	395	Calcium-binding EGF domain
P01133	870	910	Calcium-binding EGF domain
P01133	912	941	Calcium-binding EGF domain
P01133	524	564	Low-density lipoprotein receptor repeat class B
P01133	568	607	Low-density lipoprotein receptor repeat class B
P01133	611	650	Low-density lipoprotein receptor repeat class B
P01133	654	693	Low-density lipoprotein receptor repeat class B
P01133	835	864	EGF-like domain
P01133	980	1011	EGF-like domain
P01133	745	780	Coagulation Factor Xa inhibitory site
Q9C037	379	489	SPRY domain
Q9C037	85	123	B-box zinc finger
Q9C037	12	52	zinc finger of C3HC4-type, RING
Q8WYP3	788	876	Ras association (RalGDS/AF-6) domain
Q8WYP3	652	752	Vacuolar sorting protein 9 (VPS9) domain
Q8WYP3	513	607	RIN1-like domain
Q6RW13	1	153	Angiotensin II, type I receptor-associated protein (AGTRAP)
Q7Z398	203	225	Zinc finger, C2H2 type
Q7Z398	231	253	Zinc finger, C2H2 type
Q7Z398	259	278	Zinc finger, C2H2 type
Q7Z398	287	309	Zinc finger, C2H2 type
Q7Z398	315	337	Zinc finger, C2H2 type
Q7Z398	371	393	Zinc finger, C2H2 type
Q7Z398	399	421	Zinc finger, C2H2 type
Q7Z398	11	52	KRAB box
Q9UIG5	4	152	Psoriasis susceptibility 1 candidate 1
Q8IY47	23	127	BTB/POZ domain
Q8IY47	374	416	Kelch motif
Q8IY47	133	229	BTB And C-terminal Kelch
Q9C0E8	256	305	ER junction formation factor lunapark, zinc ribbon finger
Q9NPB6	158	245	PDZ domain
Q9NPB6	16	94	PB1 domain
A6NNT2	767	940	Domain of unknown function (DUF4795)
O94805	8	425	Actin
Q13117	42	98	RNA recognition motif
Q13117	170	190	Daz repeat
Q13117	195	214	Daz repeat
Q13117	218	238	Daz repeat
Q13117	242	262	Daz repeat
Q13117	266	286	Daz repeat
Q13117	290	310	Daz repeat
Q13117	314	334	Daz repeat
Q13117	338	358	Daz repeat
Q13117	362	382	Daz repeat
Q13117	386	406	Daz repeat
Q13117	410	430	Daz repeat
Q13117	434	454	Daz repeat
Q13117	458	478	Daz repeat
Q13117	482	502	Daz repeat
Q13117	506	526	Daz repeat
Q15392	111	203	FAD binding domain
P52951	248	304	Homeodomain
Q9NVV0	36	226	TRIC channel
Q05519	37	103	RNA recognition motif
Q9BV23	72	313	alpha/beta hydrolase fold
Q9HCH5	6	51	FYVE-type zinc finger
Q9HCH5	644	755	C2 domain
Q9HCH5	793	897	C2 domain
A2A2Z9	133	165	Ankyrin repeat
A2A2Z9	167	198	Ankyrin repeat
A2A2Z9	38	131	Ankyrin repeats (3 copies)
A2A2Z9	873	977	Domain of unknown function (DUF3496)
A2A2Z9	204	677	CCDC144C protein coiled-coil region
Q86WZ6	324	346	Zinc finger, C2H2 type
Q86WZ6	352	374	Zinc finger, C2H2 type
Q86WZ6	380	402	Zinc finger, C2H2 type
Q86WZ6	408	430	Zinc finger, C2H2 type
Q86WZ6	436	458	Zinc finger, C2H2 type
Q86WZ6	464	486	Zinc finger, C2H2 type
Q86WZ6	492	514	Zinc finger, C2H2 type
Q86WZ6	520	542	Zinc finger, C2H2 type
Q86WZ6	548	570	Zinc finger, C2H2 type
Q86WZ6	576	598	Zinc finger, C2H2 type
Q86WZ6	604	626	Zinc finger, C2H2 type
Q86WZ6	632	654	Zinc finger, C2H2 type
Q86WZ6	660	682	Zinc finger, C2H2 type
Q86WZ6	688	710	Zinc finger, C2H2 type
Q86WZ6	716	738	Zinc finger, C2H2 type
Q86WZ6	744	766	Zinc finger, C2H2 type
Q86WZ6	772	794	Zinc finger, C2H2 type
Q86WZ6	23	63	KRAB box
Q9ULZ9	336	379	Hemopexin
Q9ULZ9	385	428	Hemopexin
Q9ULZ9	431	477	Hemopexin
Q9ULZ9	480	521	Hemopexin
Q9ULZ9	132	295	Matrixin
Q9ULZ9	48	105	Putative peptidoglycan binding domain
P19835	617	708	Mucin-like
P19835	26	542	Carboxylesterase family
A0AUZ9	795	915	PEHE domain
Q8NDV7	1505	1778	TNRC6-PABC binding domain
Q8NDV7	1071	1200	Argonaute hook
P13164	34	98	Interferon-induced transmembrane protein
Q8IWT0	31	167	Archease protein family (MTH1598/TM1083)
Q8N370	86	387	Major Facilitator Superfamily
A0A0A6YYD4	35	121	Immunoglobulin V-set domain
Q13003	56	399	Receptor family ligand binding region
Q13003	435	547	Ligated ion channel L-glutamate- and glycine-binding site
Q13003	563	832	Ligand-gated ion channel
A2A3L6	272	344	Tetratricopeptide repeat
A2A3L6	355	388	Tetratricopeptide repeat
Q96DU3	27	117	Immunoglobulin V-set domain
Q8IWT3	2141	2203	IBR domain, a half RING-finger domain
Q8IWT3	2234	2272	IBR domain
Q8IWT3	169	264	Cullin-9-like, TPR repeats
Q8IWT3	366	439	Mouse development and cellular proliferation protein Cullin-7
Q8IWT3	1183	1299	Anaphase-promoting complex, subunit 10 (APC10)
Q8IWT3	1469	1610	Cullin alpha solenoid domain
Q8IWT3	2000	2053	E3 ubiquitin-protein ligase ARIH2, N-terminal UBA domain
Q8IWT3	1699	1815	Cullin alpha+beta domain
Q8IWT3	6	86	CUL7/CUL9, N-terminal beta-barrel domain
Q8IWT3	948	1112	CUL7/CUL9 ARM repeat domain
Q8N3R3	24	133	Domain of unknown function (DUF4460)
Q8N3R3	188	490	Domain of unknown function (DUF4461)
A0A075B7F1	31	116	Immunoglobulin V-set domain
Q3LHN2	3	46	Keratin-associated matrix
Q8TDF5	291	326	Low-density lipoprotein receptor domain class A
Q8TDF5	41	152	CUB domain
Q8TDF5	195	282	CUB domain
Q709F0	385	498	Acyl-CoA dehydrogenase, N-terminal domain
Q709F0	503	604	Acyl-CoA dehydrogenase, middle domain
Q709F0	46	267	Phosphotransferase enzyme family
Q709F0	618	765	Acyl-CoA dehydrogenase, C-terminal domain
Q8N628	35	308	Olfactory receptor
P98170	371	418	BIRC2/3-like, UBA domain
P98170	446	489	Zinc finger, C3HC4 type (RING finger)
P98170	29	93	Inhibitor of Apoptosis domain
P98170	166	230	Inhibitor of Apoptosis domain
P98170	268	330	Inhibitor of Apoptosis domain
Q5HYW3	153	228	Domain of unknown function (DUF4939)
P55285	68	149	Cadherin domain
P55285	164	258	Cadherin domain
P55285	273	357	Cadherin domain
P55285	390	479	Cadherin domain
P55285	492	589	Cadherin domain
P55285	723	782	Cadherin, Y-type LIR-motif
Q8N0V4	110	169	Leucine rich repeat
Q8N0V4	219	260	EPTP domain
Q8N0V4	266	306	EPTP domain
Q8N0V4	311	357	EPTP domain
Q8N0V4	360	402	EPTP domain
Q8N0V4	407	449	EPTP domain
Q8N0V4	452	493	EPTP domain
Q8N0V4	499	538	EPTP domain
P02768	31	202	Serum albumin family
P02768	223	394	Serum albumin family
P02768	414	592	Serum albumin family
P31371	62	188	Fibroblast growth factor
Q9HCL0	30	111	Cadherin-like
Q9HCL0	144	236	Cadherin domain
Q9HCL0	252	344	Cadherin domain
Q9HCL0	371	455	Cadherin domain
Q9HCL0	470	566	Cadherin domain
Q9HCL0	588	673	Cadherin domain
Q9GZV9	42	138	Fibroblast growth factor
Q9Y221	1	83	NIP7/UPF0113, pre-PUA domain
Q9Y221	96	175	UPF0113 PUA domain
Q9UKT8	59	102	F-box-like
Q9UKT8	142	174	WD domain, G-beta repeat
Q9UKT8	178	211	WD domain, G-beta repeat
Q9UKT8	219	253	WD domain, G-beta repeat
Q96GM8	39	166	CAF1 family ribonuclease
Q96GM8	169	451	CAF1 family ribonuclease
Q96GM8	297	320	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
P26196	321	429	Helicase conserved C-terminal domain
P26196	120	286	DEAD/DEAH box helicase
P29692	198	281	EF-1 guanine nucleotide exchange domain
P29692	159	186	Eukaryotic elongation factor 1 beta central acidic region
Q9BVV6	101	1342	Hedgehog signalling target
Q9NVE4	710	823	Microtubule associated protein (MAP65/ASE1 family)
Q96FI4	252	290	Endonuclease VIII-like 1, DNA bind
Q96FI4	1	123	Formamidopyrimidine-DNA glycosylase N-terminal domain
Q9Y5Z4	21	194	SOUL heme-binding protein
Q12986	455	470	NF-X1 type zinc finger
Q12986	506	524	NF-X1 type zinc finger
Q12986	567	585	NF-X1 type zinc finger
Q12986	632	654	NF-X1 type zinc finger
Q12986	694	704	NF-X1 type zinc finger
Q12986	721	739	NF-X1 type zinc finger
Q12986	832	852	NF-X1 type zinc finger
Q12986	863	881	NF-X1 type zinc finger
Q12986	998	1059	R3H domain
P54253	574	686	Ataxin-1 and HBP1 module (AXH)
P54253	197	558	Ataxin-1 like family
A8MWD9	8	71	LSM domain
Q8IVL1	2299	2408	NAV1-like, AAA+ ATPase lid domain
Q8IVL1	2014	2119	Neuron navigator 1-like, ubiquitin-like domain
Q8IVL1	90	192	Calponin homology (CH) domain
P49685	50	302	7 transmembrane receptor (rhodopsin family)
Q9BXF9	99	481	Tektin family
Q02817	1130	1187	Otogelin-like/Mucin TIL domain
Q02817	295	351	Trypsin Inhibitor like cysteine rich domain
Q02817	1305	1388	Mucin-2 protein WxxW repeating region
Q02817	1788	1875	Mucin-2 protein WxxW repeating region
Q02817	37	185	von Willebrand factor type D domain
Q02817	391	544	von Willebrand factor type D domain
Q02817	860	1008	von Willebrand factor type D domain
Q02817	4591	4748	von Willebrand factor type D domain
Q02817	359	382	Von Willebrand factor-like domain
Q02817	828	853	Von Willebrand factor-like domain
Q02817	225	292	C8 domain
Q02817	587	652	C8 domain
Q02817	1050	1118	C8 domain
Q02817	4803	4865	C8 domain
Q93074	1819	2022	Eukaryotic Mediator 12 catenin-binding domain
Q93074	107	161	Transcription mediator complex subunit Med12
Q93074	286	757	Eukaryotic Mediator 12 subunit domain
Q9Y3A5	109	170	SBDS protein, domain II
Q9Y3A5	14	100	Shwachman-Bodian-Diamond syndrome (SBDS) N-terminal domain
Q9Y3A5	172	239	SBDS protein, C-terminal domain
A0A0B4J1V6	31	118	Immunoglobulin V-set domain
Q8WVQ1	113	401	Apyrase
A0A0A6YYG2	30	111	Immunoglobulin V-set domain
Q96SK2	10	559	Cytochrome B561, N terminal
Q9UPN6	6	131	CID domain
Q9UPN6	479	544	RNA recognition motif
Q92989	313	423	Pre-mRNA cleavage complex II protein Clp1
Q92989	121	307	mRNA cleavage and polyadenylation factor CLP1 P-loop
