Accession_number	Region	Region_length
P0CG22	[251, 269]	19
P17097	[654, 684]	31
P51575	[106, 164]	59
P62987	[85, 115]	31
Q30KQ1	[31, 60]	30
Q53FE4	[12, 83]	72
Q6UX52	[152, 208]	57
Q8IUH8	[118, 138]	21
Q8N4C9	[117, 133]	17
Q8NG11	[159, 202]	44
Q8NHP8	[488, 508]	21
Q8NHY3	[84, 115]	32
Q8NHY3	[263, 281]	19
Q8TF30	[158, 181]	24
Q96BH3	[112, 173]	62
Q96BH3	[195, 211]	17
Q9H992	[532, 614]	83
Q9HBX9	[12, 71]	60
Q9HD90	[149, 211]	63
Q9NV58	[222, 273]	52
Q9NV58	[289, 307]	19
H3BNL1	[52, 75]	24
O15409	[339, 374]	36
P32456	[386, 419]	34
P41221	[154, 170]	17
P41221	[299, 376]	78
Q01523	[51, 93]	43
Q11201	[132, 159]	28
Q5JXC2	[189, 269]	81
Q6UXX9	[13, 205]	193
Q8WV15	[142, 171]	30
Q96JM7	[527, 544]	18
Q9BZB8	[0, 48]	49
Q9BZB8	[265, 303]	39
Q9BZB8	[510, 551]	42
Q9HCB6	[752, 806]	55
Q9NWV4	[53, 112]	60
Q9NWV4	[129, 159]	31
Q9UH73	[156, 179]	24
Q9UN67	[727, 762]	36
O60663	[9, 115]	107
O95803	[814, 831]	18
P21810	[45, 89]	45
P23276	[700, 731]	32
Q06455	[500, 555]	56
Q6IC83	[0, 38]	39
Q75QN2	[226, 252]	27
Q75QN2	[309, 328]	20
Q99501	[262, 278]	17
Q9HBZ2	[205, 268]	64
Q9P0U4	[23, 50]	28
Q9P0U4	[166, 220]	55
Q9P0U4	[474, 588]	115
Q9Y6K1	[484, 553]	70
A0A376A8Z9	[136, 173]	38
O75487	[34, 85]	52
O75487	[325, 345]	21
O75487	[397, 428]	32
P04732	[0, 59]	60
P07858	[133, 224]	92
P09496	[204, 247]	44
P10523	[144, 165]	22
P15498	[536, 585]	50
P61565	[270, 286]	17
Q01415	[382, 415]	34
Q13489	[70, 104]	35
Q13489	[576, 603]	28
Q14714	[151, 178]	28
Q3LHN0	[0, 69]	70
Q6ZUJ4	[194, 227]	34
Q8N5K1	[75, 134]	60
Q9NX65	[314, 340]	27
Q9UKT4	[363, 440]	78
P04150	[268, 329]	62
P04150	[352, 372]	21
P04150	[412, 496]	85
P0C6S8	[433, 489]	57
P78562	[697, 748]	52
P79522	[158, 186]	29
Q03591	[292, 329]	38
Q06210	[471, 486]	16
Q12952	[108, 137]	30
Q6H9L7	[318, 529]	212
Q7L513	[176, 254]	79
Q86SH2	[354, 423]	70
Q96KM6	[502, 562]	61
Q9BQ08	[50, 110]	61
Q9H972	[0, 43]	44
Q9H972	[138, 156]	19
Q9H972	[434, 464]	31
Q9NXC5	[728, 872]	145
Q9NY30	[49, 76]	28
Q9UIK5	[156, 224]	69
Q9UNI1	[193, 243]	51
O14524	[363, 389]	27
O60858	[0, 69]	70
O75446	[89, 108]	20
P12314	[66, 93]	28
P14207	[20, 163]	144
P24468	[73, 147]	75
P29466	[53, 97]	45
P33176	[154, 195]	42
P42575	[355, 370]	16
P55209	[263, 282]	20
Q86SQ3	[142, 170]	29
Q8N1C3	[393, 440]	48
Q8NEM1	[229, 264]	36
Q96IY4	[245, 283]	39
Q9H293	[85, 176]	92
Q9P0M6	[290, 313]	24
A8MUU1	[0, 75]	76
F5H4B4	[120, 177]	58
O94880	[469, 490]	22
O94880	[748, 782]	35
O94880	[866, 925]	60
P07711	[106, 145]	40
P07711	[163, 223]	61
P09234	[0, 35]	36
P49908	[171, 199]	29
P49908	[273, 340]	68
Q12906	[288, 308]	21
Q16552	[79, 105]	27
Q495W5	[91, 117]	27
Q5UCC4	[158, 179]	22
Q6UWQ5	[131, 147]	17
Q8N0X4	[32, 87]	56
Q8N0X4	[97, 117]	21
Q8NET1	[20, 54]	35
Q8NFA2	[254, 289]	36
Q99436	[240, 260]	21
Q9GZQ4	[354, 382]	29
Q9HCC0	[255, 272]	18
Q9UHC3	[236, 284]	49
Q9UHC3	[302, 379]	78
Q9UKR3	[142, 237]	96
B7Z368	[60, 96]	37
B7Z368	[113, 129]	17
P0CG20	[30, 78]	49
P13640	[0, 60]	61
P18615	[293, 347]	55
P48304	[119, 165]	47
Q8N697	[129, 153]	25
Q9BQQ7	[138, 176]	39
Q9BVN2	[841, 861]	21
Q9BVN2	[880, 895]	16
B1ANY3	[150, 192]	43
P53582	[0, 38]	39
Q5SZI1	[168, 202]	35
Q8N2Q7	[169, 189]	21
Q8NFK1	[39, 67]	29
Q8NFK1	[167, 185]	19
Q8TC94	[40, 94]	55
Q96IT1	[114, 138]	25
Q96K21	[67, 154]	88
Q96K21	[416, 456]	41
Q99706	[132, 148]	17
Q99706	[169, 205]	37
Q9H0C1	[0, 36]	37
Q9NVV9	[9, 88]	80
Q9UIA0	[318, 361]	44
Q9Y261	[210, 260]	51
A6NH21	[33, 61]	29
P59861	[22, 52]	31
Q14149	[400, 441]	42
Q14832	[507, 524]	18
Q29983	[59, 76]	18
Q5VWJ9	[294, 310]	17
Q5VWJ9	[355, 384]	30
Q6P9A2	[555, 587]	33
Q7KYR7	[330, 379]	50
Q7RTN6	[269, 306]	38
Q86XS5	[293, 323]	31
Q8TCQ1	[69, 137]	69
Q96M29	[246, 302]	57
Q96M29	[386, 417]	32
Q96M29	[453, 484]	32
Q99687	[57, 84]	28
Q9BQK8	[434, 454]	21
Q9P121	[191, 214]	24
Q9Y2Y8	[192, 224]	33
O60884	[116, 217]	102
P53384	[236, 294]	59
Q04759	[0, 30]	31
Q04759	[188, 208]	21
Q04759	[261, 280]	20
Q13530	[4, 30]	27
Q14210	[16, 104]	89
Q16637	[88, 154]	67
Q56P03	[173, 223]	51
Q56P03	[246, 284]	39
Q5BKU9	[84, 104]	21
Q6UWL6	[323, 338]	16
Q6UXI9	[226, 270]	45
Q6UXT8	[77, 128]	52
Q86T82	[459, 525]	67
Q8N5J2	[357, 372]	16
Q8NBL1	[39, 66]	28
Q8TED4	[270, 287]	18
Q96DX4	[514, 575]	62
Q9BXY4	[33, 68]	36
Q9BXY4	[84, 191]	108
Q9C004	[143, 276]	134
A4D161	[67, 176]	110
P05549	[350, 381]	32
P0DM35	[0, 59]	60
P0DTL4	[26, 48]	23
P24903	[465, 490]	26
P26927	[636, 663]	28
P33991	[308, 328]	21
P35613	[105, 120]	16
P48061	[22, 39]	18
Q6P1X6	[186, 205]	20
Q86UR1	[378, 397]	20
Q86UR1	[412, 435]	24
Q8IXW5	[76, 165]	90
Q8N8Q3	[225, 247]	23
Q8N8R7	[195, 244]	50
Q8WYR1	[263, 285]	23
Q8WYR1	[746, 840]	95
Q92519	[203, 225]	23
Q96MV8	[123, 153]	31
Q9NPD5	[131, 158]	28
Q9NPD5	[450, 480]	31
A0A1B0GTW7	[462, 572]	111
P07438	[0, 59]	60
P23946	[184, 235]	52
P50453	[319, 362]	44
P54108	[67, 100]	34
P54108	[181, 244]	64
P61916	[27, 48]	22
P61916	[87, 103]	17
Q13330	[384, 431]	48
Q13330	[470, 539]	70
Q15649	[0, 50]	51
Q15649	[122, 154]	33
Q5W5X9	[362, 378]	17
Q6NTE8	[1, 73]	73
Q6PCB0	[376, 396]	21
Q8IUH4	[424, 441]	18
Q8WZ71	[188, 223]	36
Q99489	[240, 303]	64
Q9UKY0	[94, 121]	28
Q9UQQ1	[691, 710]	20
Q9Y6X8	[71, 151]	81
O75112	[541, 595]	55
P41271	[25, 133]	109
P57730	[54, 89]	36
P61158	[0, 22]	23
Q5VUD6	[328, 363]	36
Q8TEJ3	[51, 101]	51
Q92496	[257, 301]	45
Q96LD4	[0, 40]	41
Q96NK8	[170, 191]	22
Q9BVL4	[87, 107]	21
Q9BVL4	[122, 149]	28
Q9BYC8	[76, 117]	42
Q9BZF2	[470, 491]	22
Q9C026	[0, 42]	43
Q9UKU0	[243, 269]	27
O14770	[85, 124]	40
O76013	[82, 106]	25
P01893	[266, 294]	29
P07357	[388, 410]	23
P15374	[186, 227]	42
P17405	[214, 248]	35
P53602	[95, 119]	25
Q13884	[236, 262]	27
Q58FF6	[256, 276]	21
Q8IYW5	[4, 91]	88
Q8WU39	[163, 188]	26
Q96A25	[31, 78]	48
Q96JJ6	[29, 53]	25
Q96MT3	[241, 312]	72
Q96PB7	[39, 85]	47
Q9H1E1	[39, 132]	94
Q9H8L6	[116, 136]	21
Q9NQZ3	[519, 542]	24
A0A0J9YX94	[0, 15]	16
C9J302	[49, 188]	140
O00463	[41, 71]	31
O00463	[132, 244]	113
O60565	[84, 183]	100
P01215	[23, 115]	93
P01589	[22, 87]	66
P02671	[35, 71]	37
P02671	[803, 818]	16
P0DP58	[14, 107]	94
P14222	[270, 312]	43
P20160	[130, 220]	91
P49005	[68, 99]	32
P51654	[55, 77]	23
P58658	[83, 127]	45
P58658	[149, 210]	62
P63267	[6, 48]	43
Q2Q1W2	[54, 120]	67
Q2Q1W2	[259, 313]	55
Q5SWL8	[446, 476]	31
Q86UW1	[147, 174]	28
Q8IYS2	[172, 189]	18
Q8N4N8	[506, 555]	50
Q8WWX8	[342, 361]	20
Q99614	[130, 161]	32
Q99728	[43, 125]	83
Q9BVX2	[41, 70]	30
Q9BYR8	[0, 82]	83
Q9H3Q3	[349, 368]	20
Q9NSA2	[213, 230]	18
Q9NSA2	[452, 500]	49
Q9UBY9	[92, 147]	56
Q9UJQ1	[170, 192]	23
Q9UKF5	[338, 362]	25
Q9Y3D2	[44, 181]	138
A0ABJ7H351	[396, 433]	38
O15111	[698, 727]	30
O75604	[464, 489]	26
P34947	[422, 474]	53
P56159	[21, 100]	80
P56159	[147, 281]	135
P56159	[307, 331]	25
Q05639	[397, 424]	28
Q6NUJ1	[456, 519]	64
Q6VAB6	[119, 161]	43
Q6XE24	[75, 119]	45
Q8N196	[191, 245]	55
Q8ND71	[1, 25]	25
Q8WTQ1	[19, 69]	51
Q96S59	[641, 728]	88
Q9NXA8	[157, 217]	61
Q9ULY5	[174, 189]	16
Q9Y614	[305, 380]	76
A6NCS6	[177, 241]	65
A8MSI8	[8, 31]	24
A8MZG2	[60, 84]	25
C9J1S8	[431, 451]	21
O14896	[99, 115]	17
O60291	[270, 329]	60
P05156	[21, 111]	91
P09382	[0, 20]	21
P09382	[59, 84]	26
Q2TBF2	[180, 220]	41
Q2TBF2	[231, 266]	36
Q2TBF2	[290, 310]	21
Q5JWF8	[95, 135]	41
Q86YV9	[147, 169]	23
Q96QK1	[650, 688]	39
Q9BW30	[1, 59]	59
Q9BY14	[141, 156]	16
Q9BY14	[186, 216]	31
Q9BYU5	[0, 42]	43
Q9P0N8	[58, 142]	85
Q9UJK0	[55, 82]	28
Q9UK22	[126, 144]	19
Q9Y2B4	[207, 251]	45
Q9Y561	[153, 221]	69
A0A1W2PRP0	[90, 121]	32
O43541	[204, 281]	78
O75398	[191, 218]	28
O75398	[231, 303]	73
O75800	[384, 439]	56
O94772	[18, 119]	102
P25713	[0, 67]	68
P36405	[164, 181]	18
P51671	[26, 78]	53
Q2M3D2	[441, 472]	32
Q6IN84	[119, 138]	20
Q8N6Q8	[388, 405]	18
Q9GZY6	[97, 118]	22
Q9UJ71	[283, 327]	45
Q9UNA0	[369, 399]	31
Q9UNA0	[417, 436]	20
Q9UNA0	[481, 499]	19
Q9UNA0	[703, 737]	35
Q9UNA0	[873, 929]	57
A6NCQ9	[13, 33]	21
F2Z333	[80, 97]	18
O60575	[27, 85]	59
P29122	[232, 250]	19
P40967	[511, 553]	43
P42574	[33, 66]	34
Q12891	[419, 451]	33
Q5VYV7	[140, 169]	30
Q8IV16	[55, 142]	88
Q8IY57	[20, 52]	33
Q8N7M2	[345, 383]	39
Q8NHJ6	[111, 187]	77
Q8TAV0	[0, 128]	129
Q92546	[287, 305]	19
Q969K3	[50, 106]	57
Q969K3	[136, 154]	19
Q969K3	[317, 371]	55
Q96F44	[259, 334]	76
Q96JL9	[24, 50]	27
Q9BPZ7	[10, 41]	32
Q9BPZ7	[137, 160]	24
Q9NPC3	[0, 63]	64
Q9NZI8	[240, 262]	23
Q9UBF2	[720, 749]	30
O95858	[149, 196]	48
P04629	[173, 199]	27
P22362	[30, 72]	43
P27352	[284, 304]	21
P54793	[557, 583]	27
Q13702	[355, 411]	57
Q5GAN3	[86, 155]	70
Q5XUX0	[441, 473]	33
Q6ZRF7	[71, 110]	40
Q6ZSG2	[8, 59]	52
Q6ZSG2	[388, 422]	35
Q86WW8	[0, 73]	74
Q8IYA8	[390, 427]	38
Q8IYA8	[532, 585]	54
Q8WTR7	[15, 44]	30
Q92563	[328, 377]	50
Q9BS86	[299, 350]	52
Q9GZY0	[573, 588]	16
Q9H7B4	[10, 99]	90
Q9NVM9	[206, 224]	19
Q9NVR5	[68, 103]	36
Q9UIF3	[366, 416]	51
Q9Y6W6	[143, 200]	58
Q9Y6W6	[266, 290]	25
A0A0K0K1A3	[96, 113]	18
O00716	[310, 325]	16
P05362	[325, 355]	31
P50238	[0, 72]	73
P78310	[204, 226]	23
Q00978	[242, 261]	20
Q06546	[32, 71]	40
Q14145	[379, 416]	38
Q5GAN6	[91, 215]	125
Q5T8I9	[315, 340]	26
Q5T953	[240, 302]	63
Q6ZQN5	[150, 195]	46
Q8NGF1	[296, 314]	19
Q8WXA2	[44, 80]	37
Q92959	[143, 165]	23
Q92959	[417, 511]	95
Q9BZY9	[22, 63]	42
Q9HC62	[530, 555]	26
Q9NQV7	[169, 228]	60
Q9NQV7	[246, 262]	17
Q9NQV7	[376, 412]	37
Q9UBT3	[29, 104]	76
Q9UBT3	[140, 223]	84
Q9Y4P1	[188, 216]	29
Q9Y4P1	[284, 300]	17
Q9Y5F1	[727, 752]	26
A8K0S8	[57, 83]	27
O95157	[181, 212]	32
P02774	[69, 151]	83
P02774	[263, 400]	138
P02774	[430, 473]	44
P52849	[820, 841]	22
P57721	[299, 352]	54
Q01524	[56, 99]	44
Q658L1	[171, 208]	38
Q658L1	[303, 356]	54
Q6AZZ1	[109, 137]	29
Q6PIW4	[597, 633]	37
Q8NAN2	[139, 204]	66
Q9BX79	[251, 274]	24
Q9GZX3	[132, 158]	27
Q9UKG4	[255, 274]	20
A0A0A0MS06	[80, 114]	35
D6RA61	[79, 131]	53
O60516	[10, 59]	50
O95164	[97, 116]	20
O95475	[0, 23]	24
P07306	[241, 285]	45
P11226	[208, 247]	40
P48052	[248, 280]	33
P68032	[8, 44]	37
Q15109	[125, 144]	20
Q5VT66	[286, 307]	22
Q6P4F2	[93, 180]	88
Q6UWI4	[49, 85]	37
Q86WS5	[240, 271]	32
Q8N1N4	[398, 433]	36
Q96EY1	[234, 308]	75
Q96K31	[187, 251]	65
Q9H9D4	[57, 89]	33
Q9H9D4	[111, 137]	27
A2RRL7	[43, 81]	39
O15482	[104, 130]	27
O15553	[369, 417]	49
P08235	[589, 674]	86
P15248	[31, 124]	94
P22455	[155, 182]	28
P55199	[59, 154]	96
P78539	[265, 321]	57
Q14566	[171, 192]	22
Q6ZN54	[445, 510]	66
Q86UE8	[703, 747]	45
Q9BTP6	[54, 103]	50
Q9BWP8	[164, 179]	16
Q9BWP8	[238, 261]	24
Q9HBA0	[638, 665]	28
Q9NR19	[248, 275]	28
Q9P2G3	[24, 61]	38
Q9UIR0	[368, 392]	25
Q9UK80	[396, 453]	58
Q9UKA8	[136, 194]	59
O95196	[507, 537]	31
P35398	[62, 157]	96
P62906	[45, 84]	40
Q06330	[74, 113]	40
Q13449	[183, 206]	24
Q16663	[57, 112]	56
Q8N4L2	[45, 127]	83
Q8NG27	[576, 642]	67
Q8WVZ1	[113, 128]	16
Q93091	[32, 142]	111
Q969P5	[313, 354]	42
Q96DM1	[528, 584]	57
Q96L21	[21, 39]	19
Q9Y5J6	[25, 59]	35
A0A2R8YCY7	[125, 185]	61
O75023	[269, 302]	34
O75023	[354, 412]	59
P19793	[122, 206]	85
P23786	[486, 518]	33
P26583	[7, 49]	43
P48728	[314, 334]	21
P48960	[498, 533]	36
Q8IXK0	[633, 686]	54
Q8NFW9	[45, 105]	61
Q8NFW9	[758, 779]	22
Q96GY3	[94, 122]	29
Q96LB9	[163, 182]	20
Q9BQW3	[156, 179]	24
Q9GZL7	[185, 200]	16
Q9H741	[69, 138]	70
Q9H741	[169, 203]	35
Q9HCR9	[436, 459]	24
Q9UBT7	[236, 259]	24
A6H8Z2	[315, 377]	63
H0Y7S4	[453, 477]	25
O14904	[138, 161]	24
O14904	[207, 245]	39
O14904	[291, 364]	74
O60542	[119, 147]	29
O75593	[81, 112]	32
P01705	[73, 111]	39
P05305	[44, 72]	29
P0DQW0	[0, 31]	32
P0DQW0	[47, 97]	51
P10144	[148, 243]	96
P23193	[246, 300]	55
Q02297	[53, 156]	104
Q13642	[0, 109]	110
Q13642	[166, 232]	67
Q6XQN6	[441, 498]	58
Q7L273	[345, 388]	44
Q8NAA6	[75, 165]	91
Q8TB52	[0, 116]	117
Q92771	[242, 315]	74
Q96NU7	[184, 209]	26
Q96QD9	[217, 245]	29
Q99942	[20, 75]	56
Q9GZZ9	[292, 316]	25
Q9UIL8	[65, 165]	101
A0A0C4DH59	[85, 113]	29
A6NLC5	[23, 71]	49
A6NLC5	[111, 150]	40
O00584	[195, 222]	28
P28329	[650, 730]	81
Q6IQ49	[61, 114]	54
Q7Z4W2	[129, 147]	19
Q8IY34	[121, 156]	36
Q8IY34	[273, 306]	34
Q8N109	[126, 197]	72
Q8NCQ7	[51, 167]	117
Q9BTE3	[104, 151]	48
Q9BZQ2	[104, 140]	37
Q9BZQ2	[551, 572]	22
Q9H7H0	[385, 437]	53
Q9NQC7	[790, 832]	43
Q9NXH9	[137, 152]	16
Q9NXH9	[357, 397]	41
Q9UIU6	[99, 116]	18
Q9UL52	[363, 378]	16
Q9Y5T5	[43, 100]	58
Q9Y5T5	[596, 624]	29
Q9Y5T5	[650, 682]	33
A0AAG2TTP8	[166, 190]	25
O43614	[379, 395]	17
P03951	[249, 281]	33
P03951	[540, 580]	41
P18065	[28, 125]	98
P18065	[227, 320]	94
P29590	[52, 103]	52
P29803	[92, 107]	16
P61221	[0, 39]	40
Q14151	[424, 491]	68
Q16527	[0, 78]	79
Q16527	[107, 192]	86
Q496A3	[174, 208]	35
Q6ZUV0	[0, 23]	24
Q8N688	[18, 64]	47
Q8NG50	[172, 194]	23
Q8TBF4	[99, 126]	28
Q9BXA6	[251, 272]	22
Q9BXI2	[12, 30]	19
Q9BYR7	[0, 97]	98
Q9H2A2	[4, 46]	43
Q9H3U7	[234, 286]	53
Q9H3U7	[370, 420]	51
Q9HAT1	[160, 177]	18
Q9Y4L5	[215, 272]	58
Q9Y663	[348, 374]	27
A4D1S0	[372, 404]	33
P00558	[382, 406]	25
P02760	[193, 288]	96
P03950	[27, 146]	120
P11465	[298, 313]	16
P54315	[450, 466]	17
Q14994	[0, 85]	86
Q17RQ9	[95, 116]	22
Q66K64	[189, 211]	23
Q68D42	[157, 234]	78
Q6UWV2	[123, 150]	28
Q6UXN8	[191, 221]	31
Q7Z7J5	[265, 289]	25
Q8NDZ0	[738, 766]	29
Q96GM8	[254, 332]	79
Q99497	[35, 56]	22
Q9NYJ1	[21, 55]	35
P08651	[81, 118]	38
P15529	[263, 289]	27
P29558	[86, 127]	42
P37231	[122, 211]	90
P84103	[57, 85]	29
Q15390	[65, 107]	43
Q68G74	[105, 149]	45
Q6ZSM3	[231, 253]	23
Q8IYS4	[297, 326]	30
Q8N687	[18, 38]	21
Q8NI17	[23, 40]	18
Q8NI17	[54, 84]	31
Q96HE7	[77, 157]	81
Q96RJ3	[17, 34]	18
Q9HBE1	[604, 625]	22
Q9NT62	[125, 143]	19
O00204	[258, 278]	21
O95267	[568, 600]	33
P07902	[104, 131]	28
P0DKL9	[76, 146]	71
P50458	[44, 64]	21
P51617	[479, 520]	42
P55795	[278, 293]	16
P61550	[102, 124]	23
P78317	[124, 189]	66
Q14CN2	[172, 274]	103
Q5VT98	[450, 474]	25
Q6K0P9	[349, 377]	29
Q7L590	[383, 410]	28
Q7L590	[774, 867]	94
Q8NER1	[615, 630]	16
Q96JC9	[4, 36]	33
Q9HC23	[32, 63]	32
Q9NS39	[649, 708]	60
Q9NSB2	[450, 481]	32
Q9NZI7	[206, 228]	23
Q9UN36	[266, 299]	34
P78316	[728, 769]	42
Q04900	[54, 111]	58
Q6ZUG5	[139, 166]	28
Q96LR4	[35, 136]	102
Q9BT09	[190, 211]	22
Q9BZM1	[54, 134]	81
Q9BZM1	[153, 188]	36
