accession	start	end	domain
Q9UJU3	715	742	Classic Zinc Finger
Q9UJU3	743	770	Classic Zinc Finger
Q9UJU3	771	801	Classic Zinc Finger
Q9UJU3	856	885	Classic Zinc Finger
Q9UJU3	500	522	Classic Zinc Finger
Q9UJU3	413	465	Classic Zinc Finger
Q9UJU3	686	714	Classic Zinc Finger
Q9UJU3	216	283	Classic Zinc Finger
P98177	97	187	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
Q8NES3	102	379	-
Q8NE01	307	450	CBS-domain
Q8IYV9	166	256	Immunoglobulins
P08123	1132	1365	-
P56178	127	197	Homeodomain-like
Q6NXT4	32	254	Cation efflux protein transmembrane domain
P58166	238	350	Cystine-knot cytokines
Q5SZK8	1757	1877	-
Q5SZK8	1878	2004	-
Q5SZK8	2005	2128	-
Q5SZK8	2245	2381	-
Q5SZK8	2129	2244	-
O95832	1	193	-
Q99470	21	202	-
P06729	128	206	Immunoglobulins
P06729	25	127	Immunoglobulins
Q8N9K5	372	397	Classic Zinc Finger
Q8N9K5	261	288	Classic Zinc Finger
Q8N9K5	314	342	Classic Zinc Finger
Q8N9K5	398	424	Classic Zinc Finger
Q8N9K5	425	451	Classic Zinc Finger
Q8N9K5	481	506	Classic Zinc Finger
Q8N9K5	452	480	Classic Zinc Finger
Q8N9K5	507	539	Classic Zinc Finger
Q8N9K5	40	98	-
Q8N9K5	195	233	Classic Zinc Finger
Q8N9K5	234	260	Classic Zinc Finger
Q8N9K5	343	371	Classic Zinc Finger
Q8N9K5	289	313	Classic Zinc Finger
Q9P1Z2	3	119	-
Q9P1Z2	649	686	-
Q8N4Z0	3	191	P-loop containing nucleotide triphosphate hydrolases
Q5JZY3	216	272	ephrin a2 ectodomain
Q5JZY3	273	337	Tumor Necrosis Factor Receptor, subunit A, domain 2
Q5JZY3	619	725	Phosphorylase Kinase; domain 1
Q5JZY3	726	912	Transferase(Phosphotransferase) domain 1
Q5JZY3	922	998	Transcription Factor, Ets-1
Q5JZY3	338	449	Immunoglobulins
Q5JZY3	33	215	Galactose-binding domain-like
Q5JZY3	458	552	Immunoglobulins
Q8N9F0	144	276	-
Q8IU54	41	200	Interferon lambda
O95166	1	117	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
O60404	23	313	Rhodopsin 7-helix transmembrane proteins
Q6N075	45	426	MFS general substrate transporter like domains
Q8WV16	194	495	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q13258	7	356	Rhodopsin 7-helix transmembrane proteins
P01008	257	461	Alpha-1-antitrypsin, domain 1
P01008	87	409	Antithrombin, subunit I, domain 2
P10745	32	281	-
P10745	334	594	-
P10745	645	894	-
P10745	946	1193	-
P10745	97	316	2-enoyl-CoA Hydratase; Chain A, domain 1
P10745	400	626	2-enoyl-CoA Hydratase; Chain A, domain 1
P10745	709	926	2-enoyl-CoA Hydratase; Chain A, domain 1
P10745	1008	1226	2-enoyl-CoA Hydratase; Chain A, domain 1
O43292	75	249	Zn peptidases
Q12794	20	435	Aldolase class I
P57773	2	242	Gap junction channel protein cysteine-rich domain
P0DH78	18	99	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8N1A0	71	149	-
Q8N1A0	2	70	Single helix bin
O60258	25	184	-
A0A0B4J1U4	17	118	Immunoglobulins
O95164	1	97	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
Q58FF7	233	359	-
Q58FF7	411	562	Heat shock protein 90, C-terminal domain
Q58FF7	1	118	Histidine kinase-like ATPase, C-terminal domain
Q58FF7	119	207	Histidine kinase-like ATPase, C-terminal domain
Q9H9A5	31	412	Tetratricopeptide repeat domain
Q9H9A5	525	714	Tetratricopeptide repeat domain
P19474	88	129	Classic Zinc Finger
P19474	1	87	Zinc/RING finger domain, C3HC4 (zinc finger)
P19474	280	467	-
P01133	830	876	Laminin
P01133	879	916	Laminin
P01133	971	1023	Laminin
P01133	917	947	Laminin
P01133	486	784	TolB, C-terminal domain
P01133	437	485	Laminin
P01133	358	398	Laminin
P01133	32	357	TolB, C-terminal domain
P01133	401	436	Laminin
Q9C037	300	499	-
Q9C037	76	123	Classic Zinc Finger
Q9C037	2	75	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8WYP3	622	777	VPS9 domain
Q8WYP3	92	196	SH2 domain
Q7Z398	256	283	Classic Zinc Finger
Q7Z398	340	367	Classic Zinc Finger
Q7Z398	396	422	Classic Zinc Finger
Q7Z398	6	62	-
Q7Z398	284	311	Classic Zinc Finger
Q7Z398	368	395	Classic Zinc Finger
Q7Z398	312	339	Classic Zinc Finger
Q7Z398	193	227	Classic Zinc Finger
Q7Z398	228	255	Classic Zinc Finger
Q8IY47	257	571	Kelch-type beta propeller
Q8IY47	2	129	Potassium Channel Kv1.1; Chain A
Q8IY47	130	235	-
Q9NPB6	11	95	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
Q9NPB6	128	253	-
O94805	14	419	-
O94805	149	392	-
O94805	200	321	Actin; Chain A, domain 4
O94805	41	84	Actin; Chain A, domain 2
Q13117	31	132	-
Q15392	112	235	-
P52951	213	308	Homeodomain-like
Q05519	32	108	-
Q9BV23	41	336	alpha/beta hydrolase
Q9HCH5	6	63	-
Q9HCH5	763	915	C2 domain
Q9HCH5	622	762	C2 domain
A2A2Z9	32	136	Ankyrin repeat-containing domain
A2A2Z9	137	312	Ankyrin repeat-containing domain
Q86WZ6	657	684	Classic Zinc Finger
Q86WZ6	685	710	Classic Zinc Finger
Q86WZ6	740	766	Classic Zinc Finger
Q86WZ6	406	430	Classic Zinc Finger
Q86WZ6	602	628	Classic Zinc Finger
Q86WZ6	711	739	Classic Zinc Finger
Q86WZ6	244	275	Classic Zinc Finger
Q86WZ6	515	545	Classic Zinc Finger
Q86WZ6	431	459	Classic Zinc Finger
Q86WZ6	487	514	Classic Zinc Finger
Q86WZ6	767	796	Classic Zinc Finger
Q86WZ6	276	296	Classic Zinc Finger
Q86WZ6	312	348	Classic Zinc Finger
Q86WZ6	349	376	Classic Zinc Finger
Q86WZ6	377	405	Classic Zinc Finger
Q86WZ6	460	486	Classic Zinc Finger
Q86WZ6	546	572	Classic Zinc Finger
Q86WZ6	573	601	Classic Zinc Finger
Q86WZ6	629	656	Classic Zinc Finger
Q86WZ6	17	79	-
Q9ULZ9	43	301	Collagenase (Catalytic Domain)
Q9ULZ9	329	525	Hemopexin-like domain
P19835	16	552	alpha/beta hydrolase
A0AUZ9	796	841	-
Q8NDV7	1775	1862	-
Q8IWT0	28	167	Archease domain
Q8N370	4	532	MFS general substrate transporter like domains
A0A0A6YYD4	19	124	Immunoglobulins
Q13003	155	414	-
Q13003	555	713	-
Q13003	428	554	Periplasmic binding protein-like II
Q13003	57	389	-
A2A3L6	31	186	Tetratricopeptide repeat domain
A2A3L6	187	400	Tetratricopeptide repeat domain
Q96DU3	23	128	Immunoglobulins
Q96DU3	129	215	Immunoglobulins
Q8IWT3	362	441	-
Q8IWT3	657	897	Leucine-rich Repeat Variant
Q8IWT3	2067	2153	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8IWT3	1863	1953	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
Q8IWT3	1691	1835	Cullin; Chain C, Domain 2
Q8IWT3	2199	2427	-
Q8IWT3	1152	1299	Galactose-binding domain-like
A0A075B7F1	17	116	Immunoglobulins
Q8TDF5	37	158	Spermadhesin, CUB domain
Q8TDF5	290	385	-
Q8TDF5	166	285	Spermadhesin, CUB domain
P04632	96	268	EF-hand
Q709F0	125	359	-
Q709F0	374	501	Acyl-CoA dehydrogenase/oxidase, N-terminal domain
Q709F0	619	780	Butyryl-CoA Dehydrogenase, subunit A, domain 3
Q709F0	502	618	Butyryl-CoA Dehydrogenase, subunit A, domain 2
Q709F0	19	124	Phosphorylase Kinase; domain 1
Q8N628	22	316	Rhodopsin 7-helix transmembrane proteins
P98170	121	240	Inhibitor Of Apoptosis Protein (2mihbC-IAP-1); Chain A
P98170	9	120	Inhibitor Of Apoptosis Protein (2mihbC-IAP-1); Chain A
P98170	367	420	DNA helicase RuvA subunit, C-terminal domain
P98170	245	354	Inhibitor Of Apoptosis Protein (2mihbC-IAP-1); Chain A
P98170	433	458	Death Domain, Fas
P98170	459	494	Inhibitor Of Apoptosis Protein (2mihbC-IAP-1); Chain A
P55285	487	600	Cadherins
P55285	153	261	Cadherins
P55285	378	486	Cadherins
P55285	54	152	Cadherins
P55285	262	377	Cadherins
P55285	691	787	TCF3-CBD (Catenin binding domain)
Q8N0V4	34	224	Ribonuclease Inhibitor
P02768	407	518	-
P02768	321	406	-
P02768	25	131	-
P02768	132	221	-
P02768	519	596	-
P02768	229	320	-
P31371	52	208	-
Q9HCL0	464	571	Cadherins
Q9HCL0	28	131	Cadherins
Q9HCL0	358	463	Cadherins
Q9HCL0	132	238	Cadherins
Q9HCL0	572	677	Cadherins
Q9HCL0	240	355	Cadherins
Q9GZV9	25	179	-
Q9Y221	94	180	PUA domain
Q9Y221	1	93	-
Q9UKT8	39	128	-
Q9UKT8	129	452	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q96GM8	37	280	Ribonuclease H-like superfamily/Ribonuclease H
Q96GM8	281	323	-
P26196	307	483	P-loop containing nucleotide triphosphate hydrolases
P26196	94	299	P-loop containing nucleotide triphosphate hydrolases
P29692	191	281	-
Q9NVE4	712	838	-
Q96FI4	134	282	-
Q96FI4	1	133	MutM-like, N-terminal
Q9Y5Z4	19	205	Regulatory factor, effector binding domain
Q12986	987	1065	R3H-like domain
A8MWD9	1	76	-
Q8IVL1	82	197	Calponin-like domain
Q8IVL1	2117	2274	P-loop containing nucleotide triphosphate hydrolases
P49685	30	336	Rhodopsin 7-helix transmembrane proteins
Q02817	293	351	Laminin
Q02817	660	718	Laminin
Q02817	4870	4927	Laminin
Q9Y3A5	171	250	-
Q9Y3A5	1	94	Ribosome maturation protein SBDS, N-terminal domain
Q9Y3A5	98	170	SBDS protein C-terminal domain, subdomain 1
A0A0B4J1V6	17	119	Immunoglobulins
Q8WVQ1	71	401	Apyrase
A0A0A6YYG2	19	114	Immunoglobulins
Q9UPN6	1	138	-
Q9UPN6	363	560	-
Q92989	5	88	Clp1, DNA binding domain
Q92989	314	425	Pre-mRNA cleavage complex subunit Clp1, C-terminal domain
Q92989	89	310	P-loop containing nucleotide triphosphate hydrolases
Q3SY84	167	282	Vasodilator-stimulated phosphoprotein
Q3SY84	364	443	-
Q3SY84	296	363	Single helix bin
E9PAV3	2039	2076	DNA helicase RuvA subunit, C-terminal domain
E9PAV3	1947	1999	Nascent polypeptide-associated complex domain
Q15233	238	312	-
Q15233	52	148	-
Q15233	150	237	-
A6NKC9	49	143	SH2 domain
P37023	166	281	Phosphorylase Kinase; domain 1
P37023	20	104	CD59
P37023	282	497	Transferase(Phosphotransferase) domain 1
P0C7N5	22	309	Rhodopsin 7-helix transmembrane proteins
Q9NVN3	3	443	Leucine-rich Repeat Variant
Q8WYB5	714	772	N-acetyl transferase-like
Q8WYB5	894	977	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
Q8WYB5	103	182	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
Q8WYB5	210	320	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8WYB5	775	989	-
O75909	157	267	Cyclin-like
O75909	10	156	Cyclin-like
O00567	296	407	Nop domain
O00567	139	295	-
Q8N8C0	113	134	Classic Zinc Finger
Q8N8C0	61	86	Classic Zinc Finger
Q8N8C0	87	112	Classic Zinc Finger
Q8N8C0	22	60	Classic Zinc Finger
P62310	1	99	-
P21731	13	334	Rhodopsin 7-helix transmembrane proteins
A8MTB9	241	313	Immunoglobulins
A8MTB9	141	229	Immunoglobulins
A8MTB9	41	138	Immunoglobulins
P55039	1	83	-
P55039	127	237	-
P55039	288	364	-
Q8NEP9	161	196	Classic Zinc Finger
Q8NEP9	254	280	Classic Zinc Finger
Q8NEP9	365	392	Classic Zinc Finger
Q8NEP9	421	446	Classic Zinc Finger
Q8NEP9	281	307	Classic Zinc Finger
Q8NEP9	308	336	Classic Zinc Finger
Q8NEP9	506	534	Classic Zinc Finger
Q8NEP9	447	476	Classic Zinc Finger
Q8NEP9	1	57	-
Q8NEP9	558	589	Classic Zinc Finger
Q8NEP9	337	364	Classic Zinc Finger
Q8NEP9	535	557	Classic Zinc Finger
Q8NEP9	197	226	Classic Zinc Finger
Q8NEP9	227	253	Classic Zinc Finger
Q8NEP9	478	505	Classic Zinc Finger
Q8NEP9	393	420	Classic Zinc Finger
P10746	36	175	-
P10746	14	252	-
A6NGE4	179	520	YVTN repeat-like/Quinoprotein amine dehydrogenase
A0A1W2PPD8	15	348	Cupin
Q9NST1	6	94	Cytosolic phospholipase A2 catalytic domain
Q9NST1	95	252	Cytosolic phospholipase A2 catalytic domain
P52209	2	181	NAD(P)-binding Rossmann-like Domain
P52209	182	436	N-(1-d-carboxylethyl)-l-norvaline Dehydrogenase; domain 2
P52209	437	483	6-Phosphogluconate Dehydrogenase, domain 3
P08574	85	280	Cytochrome c-like domain
P08574	281	325	Cytochrome c1, transmembrane anchor, C-terminal
P27105	202	255	-
P27105	92	201	Band 7 domain
Q96I24	352	428	K Homology domain, type 1
Q96I24	156	250	K Homology domain, type 1
Q96I24	251	345	K Homology domain, type 1
Q96I24	71	150	K Homology domain, type 1
Q5JVF3	328	399	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
Q9GZN0	21	352	Rhodopsin 7-helix transmembrane proteins
O00308	302	331	-
O00308	332	364	-
O00308	753	870	Hect, E3 ligase catalytic domain
O00308	15	157	C2 domain
O00308	638	716	Hect, E3 ligase catalytic domain
O00308	396	439	-
O00308	446	749	Hect, E3 ligase catalytic domains
Q5GFL6	340	528	von Willebrand factor, type A domain
Q5GFL6	529	714	von Willebrand factor, type A domain
Q5GFL6	38	241	von Willebrand factor, type A domain
Q5GFL6	715	750	Laminin
Q5GFL6	297	334	Laminin
A0AAG2TCG9	5	179	Leucine-rich Repeat Variant
F8VTS6	1	86	Zinc/RING finger domain, C3HC4 (zinc finger)
F8VTS6	88	287	-
Q8IWL3	29	143	DnaJ domain
Q8IWL3	150	235	HscB, C-terminal domain
P51797	762	863	CBS-domain
P51797	73	589	Clc chloride channel
Q86WN2	27	196	-
Q8N139	469	740	P-loop containing nucleotide triphosphate hydrolases
Q8N139	1269	1530	P-loop containing nucleotide triphosphate hydrolases
P40189	525	612	Immunoglobulins
P40189	223	332	Immunoglobulins
P40189	333	417	Immunoglobulins
P40189	23	122	Immunoglobulins
P40189	123	222	Immunoglobulins
P40189	427	514	Immunoglobulins
P29372	81	298	Methylpurine-DNA glycosylase (MPG)
Q6UWE3	25	99	Lipase, subunit A
A0A5B9	1	129	Immunoglobulins
Q7LDG7	3	135	Son of sevenless (SoS) protein Chain: S domain 1
Q7LDG7	497	559	-
Q7LDG7	142	417	Ras guanine-nucleotide exchange factors catalytic domain
Q7LDG7	418	496	EF-hand
Q8NGB4	17	307	Rhodopsin 7-helix transmembrane proteins
O43741	174	272	-
O43741	68	163	Immunoglobulins
O15541	260	319	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9NWX6	30	298	-
Q9P0S9	1	112	Transmembrane protein 14-like
O15537	62	222	Galactose-binding domain-like
P23297	1	94	EF-hand
Q14990	84	202	-
Q68D85	142	245	Immunoglobulins
Q68D85	289	382	Gamma-retroviral matrix domain
Q68D85	24	141	Immunoglobulins
Q86VZ2	16	330	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q96P20	3	94	Death Domain, Fas
Q96P20	691	1031	Ribonuclease Inhibitor
Q96P20	127	368	P-loop containing nucleotide triphosphate hydrolases
P51808	15	114	Tctex-1
Q8NEA6	440	467	Classic Zinc Finger
Q8NEA6	409	439	Classic Zinc Finger
Q8NEA6	346	375	Classic Zinc Finger
Q8NEA6	470	496	Classic Zinc Finger
Q8NEA6	378	408	Classic Zinc Finger
P33763	1	92	EF-hand
O60381	418	503	High mobility group box domain
Q7RTR2	763	870	Ribonuclease Inhibitor
Q7RTR2	872	955	Ribonuclease Inhibitor
Q7RTR2	615	762	Ribonuclease Inhibitor
Q7RTR2	956	1064	Ribonuclease Inhibitor
Q7RTR2	85	276	P-loop containing nucleotide triphosphate hydrolases
P10828	203	461	Retinoid X Receptor
P10828	104	202	Erythroid Transcription Factor GATA-1, subunit A
Q16553	20	101	CD59
Q9BZE3	163	239	Homeodomain-like
Q8IYF1	539	634	-
Q8IYF1	1	89	Conserved domain common to transcription factors TFIIS, elongin A, CRSP70
Q53SF7	138	227	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
Q14643	435	599	IP3 receptor type 1 binding core, RIH domain
Q14643	1	228	-
Q14643	229	434	-
Q14643	2437	2622	-
Q9HB63	24	281	Galactose-binding domain-like
Q9HB63	398	450	Laminin
Q9HB63	296	397	Laminin
Q9HB63	502	628	-
Q8NEM0	1	105	BRCT domain
Q8NEM0	647	743	BRCT domain
Q8NEM0	744	832	BRCT domain
Q6TFL4	166	286	-
Q6TFL4	300	598	Kelch-type beta propeller
Q6TFL4	40	165	Potassium Channel Kv1.1; Chain A
Q9BYC2	37	272	Glutaconate Coenzyme A-transferase
Q9BYC2	294	510	Glutaconate Coenzyme A-transferase
Q9P2U8	68	276	MFS general substrate transporter like domains
Q9P2U8	306	504	MFS general substrate transporter like domains
Q9H208	8	298	Rhodopsin 7-helix transmembrane proteins
Q92619	267	552	Arfaptin homology (AH) domain/BAR domain
Q92619	692	980	Rho GTPase activation protein
D6R901	79	380	Cysteine proteinases
Q9Y2B5	466	629	VPS9 domain
Q5VTM2	11	135	P-loop containing nucleotide triphosphate hydrolases
Q5VTM2	325	491	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q5VTM2	626	691	Ankyrin repeat-containing domain
Q5VTM2	492	625	Arf GTPase activating protein
Q96B33	2	187	-
P04264	414	493	-
P04264	216	332	Vasodilator-stimulated phosphoprotein
P04264	346	413	Single helix bin
Q9QC07	32	168	HIV Type 1 Reverse Transcriptase, subunit A, domain 1
Q9QC07	103	221	-
Q9QC07	593	641	-
Q9QC07	647	806	Ribonuclease H-like superfamily/Ribonuclease H
Q9QC07	447	592	Ribonuclease H-like superfamily/Ribonuclease H
Q9QC07	237	330	-
Q6BEB4	285	320	Classic Zinc Finger
Q6BEB4	353	384	Classic Zinc Finger
Q6BEB4	321	352	Classic Zinc Finger
Q8TAM2	211	281	Tetratricopeptide repeat domain
Q8TAM2	419	537	Tetratricopeptide repeat domain
Q8TAM2	283	418	Tetratricopeptide repeat domain
O15072	253	461	Collagenase (Catalytic Domain)
O15072	462	553	-
O15072	698	837	-
O15072	968	1019	Thrombospondin type-1 (TSP1) repeat
O15072	554	605	Thrombospondin type-1 (TSP1) repeat
O15072	846	904	Thrombospondin type-1 (TSP1) repeat
O15072	907	967	Thrombospondin type-1 (TSP1) repeat
Q96SN7	37	253	Calcium release-activated calcium channel protein Orai
Q6P9G9	313	345	Classic Zinc Finger
Q6P9G9	432	457	Classic Zinc Finger
Q6P9G9	486	514	Classic Zinc Finger
Q6P9G9	346	372	Classic Zinc Finger
Q6P9G9	458	485	Classic Zinc Finger
Q6P9G9	406	431	Classic Zinc Finger
Q6P9G9	22	114	DNA breaking-rejoining enzymes
Q6P9G9	373	404	Classic Zinc Finger
P22680	22	503	Cytochrome P450
P31273	133	209	Homeodomain-like
Q8TE60	734	867	-
Q8TE60	592	643	Thrombospondin type-1 (TSP1) repeat
Q8TE60	875	932	Thrombospondin type-1 (TSP1) repeat
Q8TE60	933	992	Thrombospondin type-1 (TSP1) repeat
Q8TE60	993	1049	Thrombospondin type-1 (TSP1) repeat
Q8TE60	1053	1116	Thrombospondin type-1 (TSP1) repeat
Q8TE60	1124	1178	Thrombospondin type-1 (TSP1) repeat
Q8TE60	290	499	Collagenase (Catalytic Domain)
Q8TE60	500	591	-
Q9UGI0	244	340	-
Q9UGI0	2	36	Zinc finger, RanBP2-type
Q9UGI0	77	120	Zinc finger, RanBP2-type
Q9UGI0	148	182	Zinc finger, RanBP2-type
P30301	1	239	Glycerol uptake facilitator protein.
Q01534	73	155	-
Q01534	156	292	Nucleosome assembly protein
Q9BUI4	338	428	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
Q9BUI4	238	337	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
Q9BUI4	429	534	-
Q9BUI4	1	78	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
Q9BUI4	79	166	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
Q9UIA0	135	257	Arf Nucleotide-binding Site Opener,domain 2
Q9UIA0	56	133	-
Q9UIA0	258	382	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
P01135	40	89	Laminin
A6NI72	216	283	SH3 Domains
A6NI72	1	142	Phox-like domain
A6NI72	149	201	SH3 Domains
Q92730	13	199	P-loop containing nucleotide triphosphate hydrolases
Q8N488	16	58	Zinc finger, RanBP2-type
P54136	528	660	Isoleucyl-tRNA Synthetase; Domain 1
P54136	71	182	Arginyl tRNA synthetase N-terminal domain
P54136	186	526	HUPs
Q9UK22	110	296	Galactose-binding domain-like
Q9UK22	43	109	-
O94953	792	909	Zinc/RING finger domain, C3HC4 (zinc finger)
O94953	731	791	Zinc/RING finger domain, C3HC4 (zinc finger)
O94953	920	1034	-
O94953	15	348	Cupin
O94953	947	1000	-
O43734	408	560	-
Q9Y3D7	54	114	DnaJ domain
Q6NT16	27	218	MFS general substrate transporter like domains
Q6NT16	235	440	MFS general substrate transporter like domains
P25686	208	275	-
P25686	2	115	DnaJ domain
P51793	64	586	Clc chloride channel
P51793	697	760	-
P51793	610	696	-
Q9Y251	54	412	Glycosidases
A0PJE2	34	316	NAD(P)-binding Rossmann-like Domain
Q8NHH1	263	506	ATP-grasp fold, B domain
Q13888	326	395	Zinc/RING finger domain, C3HC4 (zinc finger)
Q13888	54	241	von Willebrand factor, type A domain
O14965	217	403	Transferase(Phosphotransferase) domain 1
O14965	119	216	Phosphorylase Kinase; domain 1
P54821	86	157	Homeodomain-like
P49721	1	201	Glutamine Phosphoribosylpyrophosphate, subunit 1, domain 1
Q9BT30	16	215	Alpha-ketoglutarate-dependent dioxygenase AlkB-like
Q9UJ41	228	397	VPS9 domain
Q9UJ41	27	74	-
Q9UJ41	125	227	-
Q96CB8	154	217	Zinc/RING finger domain, C3HC4 (zinc finger)
Q15291	25	322	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q8NGD2	20	308	Rhodopsin 7-helix transmembrane proteins
P11766	16	367	Medium-chain alcohol dehydrogenases, catalytic domain
P11766	179	317	NAD(P)-binding Rossmann-like Domain
P68036	1	154	Ubiquitin Conjugating Enzyme
P22736	261	355	Erythroid Transcription Factor GATA-1, subunit A
P22736	356	598	Retinoid X Receptor
P00966	1	179	HUPs
P00966	180	371	Argininosuccinate synthetase, chain A, domain 2
P00966	372	412	Single helix bin
Q8N823	311	337	Classic Zinc Finger
Q8N823	507	534	Classic Zinc Finger
Q8N823	423	451	Classic Zinc Finger
Q8N823	213	255	Classic Zinc Finger
Q8N823	591	619	Classic Zinc Finger
Q8N823	647	676	Classic Zinc Finger
Q8N823	338	365	Classic Zinc Finger
Q8N823	366	392	Classic Zinc Finger
Q8N823	452	478	Classic Zinc Finger
Q8N823	535	563	Classic Zinc Finger
Q8N823	19	74	-
Q8N823	257	287	Classic Zinc Finger
Q8N823	677	705	Classic Zinc Finger
Q8N823	479	506	Classic Zinc Finger
Q8N823	564	590	Classic Zinc Finger
Q8N823	620	646	Classic Zinc Finger
Q8N823	288	310	Classic Zinc Finger
Q8N823	393	422	Classic Zinc Finger
Q9Y5F9	128	237	Cadherins
Q9Y5F9	451	559	Cadherins
Q9Y5F9	25	126	Cadherins
Q9Y5F9	560	668	Cadherins
Q9Y5F9	350	450	Cadherins
Q9Y5F9	238	347	Cadherins
Q9BYX4	6	97	Death Domain, Fas
Q9BYX4	108	204	Death Domain, Fas
Q9BYX4	536	840	P-loop containing nucleotide triphosphate hydrolases
Q9BYX4	552	701	-
Q9BYX4	891	1025	RIG-I-like receptor, C-terminal regulatory domain
Q9BYX4	308	873	P-loop containing nucleotide triphosphate hydrolases
O60575	28	86	-
A2RRP1	87	444	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q6ZWJ8	137	169	Complement Module, domain 1
Q6ZWJ8	546	580	Complement Module, domain 1
Q6ZWJ8	727	761	Complement Module, domain 1
Q6ZWJ8	193	253	-
Q6ZWJ8	254	312	-
Q6ZWJ8	313	370	-
Q6ZWJ8	371	427	-
Q6ZWJ8	428	485	-
Q6ZWJ8	486	545	-
Q6ZWJ8	600	661	-
Q6ZWJ8	666	726	-
Q6ZWJ8	782	842	-
Q6ZWJ8	900	959	-
Q6ZWJ8	960	1017	-
Q6ZWJ8	1018	1085	-
Q6ZWJ8	1092	1145	-
Q6ZWJ8	1146	1209	-
Q9H867	6	229	Vaccinia Virus protein VP39
A0A1B0GX78	14	115	Immunoglobulins
Q9UKL2	21	312	Rhodopsin 7-helix transmembrane proteins
