Common proteins	Only by Iupred2a	Only by Aiupred
Q96C28		
Q9HBZ2		
Q9P0U4		
Q9Y6K1		
A0AAG2UXD8		
O75037		
O75487		
P04732		
P07858		
P09758		
P15498		
P29322		
P51814		
Q01415		
Q08AN1		
Q5T4F7		
Q5W0B1		
Q6ZUJ4		
Q76LX8		
Q7Z6G8		
Q8IWI9		
Q96N58		
Q96PE6		
Q96T23		
Q9C0D7		
Q9H0X6		
Q9H9B1		
Q9NX65		
Q9P272		
Q9UKT4		
Q9Y2D9		
Q9Y493		
A5D8T8		
P04150		
P0C0L5		
P0C6S8		
P27918		
P28908		
P46100		
P48307		
P51864		
P79522		
Q03591		
Q14202		
Q5M7Z0		
Q5T750		
Q6H9L7		
Q6ZV73		
Q7L513		
Q86SH2		
Q8N2G6		
Q96FE5		
Q96KM6		
Q96NI8		
Q96T91		
Q9BQ08		
Q9BXL6		
Q9H7S9		
Q9H972		
Q9HCQ7		
Q9NVL1		
Q9NXC5		
Q9NY30		
Q9UIK5		
O60290		
O60858		
O75426		
O75446		
P0DPF3		
P14207		
P24468		
P42575		
P54826		
P54829		
Q2M3T9		
Q504T8		
Q6PEV8		
Q86SQ3		
Q86WK7		
Q8N145		
Q8NEM1		
Q92628		
Q9H293		
Q9H869		
Q9NSI6		
Q9NX45		
Q9P2H5		
A8MUU1		
B6SEH9		
F5H4B4		
O60232		
O75437		
O94880		
P07711		
P29279		
P49908		
Q2M218		
Q53EP0		
Q6ZVD8		
Q7Z4V0		
Q8N7W2		
Q8NET1		
Q9H5H4		
Q9P0X4		
Q9UHC3		
Q9UJV3		
Q9UKR3		
B7Z368		
P0CG20		
P13640		
P15586		
Q12770		
Q2KJY2		
Q6ZR62		
Q6ZSV7		
Q7Z401		
Q8NAQ8		
Q8WUJ1		
Q9BQQ7		
Q9BVN2		
Q9H9Z2		
Q9HCJ5		
Q9UKL3		
O14795		
O75467		
P0CG31		
P0DKV0		
P53582		
Q0D2J5		
Q12805		
Q14590		
Q16659		
Q5SZI1		
Q6NSJ2		
Q6ZMU5		
Q8IV35		
Q8NI51		
Q92618		
Q92896		
Q96IT1		
Q96K21		
Q9BWT7		
Q9BZ95		
Q9H665		
Q9NVV9		
Q9Y2L8		
Q9Y4K1		
A0A494C071		
A6NDS4		
A6NH21		
B1APH4		
P60410		
Q07092		
Q14149		
Q14832		
Q5QGS0		
Q86XS5		
Q8TCQ1		
Q96M29		
Q99687		
Q9BXT5		
Q9HBT8		
Q9Y2Y8		
A0A1W2PPK0		
A6NE52		
A6NNA5		
O60884		
P01266		
P21728		
P53384		
Q04759		
Q13127		
Q14210		
Q14587		
Q56P03		
Q5BKU9		
Q5TZJ5		
Q68D51		
Q6UXI9		
Q8IX30		
Q8NBL1		
Q8TED4		
Q96DX4		
Q9BXY4		
Q9C004		
Q9H0J9		
Q9H8G1		
A4D161		
O94966		
O95071		
P0DM35		
P17030		
P26927		
Q6PG37		
Q7L2R6		
Q7Z6Z7		
Q86UR1		
Q8N8Q3		
Q8N8R7		
Q8WW38		
Q8WYR1		
Q92731		
Q96C55		
Q96S15		
Q9NPD5		
Q9UHN1		
Q9Y462		
A0A1B0GTW7		
O60318		
O75815		
P07438		
P17017		
P22891		
P30622		
P53992		
P54108		
Q15649		
Q5TC82		
Q6NTE8		
Q6PF15		
Q8IUH4		
Q8NB59		
Q96EQ8		
Q96JA1		
Q9BSJ1		
Q9BZ81		
Q9HBG7		
Q9NR61		
Q9P212		
Q9UF56		
Q9UGL1		
Q9ULD5		
Q9Y603		
A6NNF4		
O75112		
P26374		
P41271		
P57730		
Q5T870		
Q5VT25		
Q5VUD6		
Q6S5H5		
Q6UXF7		
Q70Z35		
Q86UP3		
Q8TEJ3		
Q92496		
Q96BR9		
Q96LD4		
Q9BRP1		
Q9BYC8		
Q9BZF2		
Q9C026		
Q9HAH1		
A0A087WUL8		
O00635		
O14770		
O76013		
P07357		
P09565		
P17405		
Q12882		
Q13472		
Q494R0		
Q8IYW5		
Q8NE65		
Q8WU39		
Q96A25		
Q96MT3		
Q96Q40		
Q9H1E1		
Q9H8L6		
Q9UL41		
Q9UPU3		
Q9Y385		
C9J302		
O00463		
O15164		
O60565		
O75840		
P01215		
P01589		
P10114		
P14222		
P20160		
P51654		
P58658		
P63267		
P82279		
Q02413		
Q13443		
Q149M9		
Q2Q1W2		
Q5SWL8		
Q5SY85		
Q5TAX3		
Q6GV28		
Q8IZQ1		
Q8NCN2		
Q8TAF7		
Q92765		
Q96BV0		
Q96LX8		
Q99728		
Q9BYR8		
Q9HAR2		
Q9NSA2		
Q9UBX5		
Q9UKF5		
Q9Y3D2		
A0ABJ7H351		
O15265		
O75173		
O75604		
O95243		
P17028		
P23743		
P46531		
P49757		
P55201		
P56159		
Q17R98		
Q5EBM4		
Q5T700		
Q6NUJ1		
Q6VAB6		
Q701N4		
Q7Z7M0		
Q86TB3		
Q8N8J6		
Q8WTQ1		
Q96E35		
Q96S59		
Q9BQE6		
Q9BYK8		
Q9NPC7		
Q9NXA8		
Q9NYQ6		
Q9P0J7		
Q9Y614		
A6NCS6		
A8MT65		
A8MZG2		
O60291		
P05156		
P24928		
P59817		
Q2TBF2		
Q5JWF8		
Q6P3S6		
Q8NA19		
Q8TF45		
Q96JC4		
Q9BY14		
Q9BYU5		
Q9NR09		
Q9P0N8		
Q9UJK0		
Q9Y561		
O43541		
O75346		
O75398		
O75800		
O94772		
P25713		
P55789		
Q15652		
Q6ZMS4		
Q8N2C3		
Q8N7B1		
Q8WXK3		
Q99969		
Q9UNA0		
Q9UNE0		
A6NCQ9		
F2Z333		
O60575		
P0CG24		
P29122		
P40967		
Q12891		
Q5VYV7		
Q6N043		
Q8IV16		
Q8IWZ5		
Q8IY57		
Q8N7M2		
Q8TAB3		
Q8TAV0		
Q8WY64		
Q92752		
Q969K3		
Q96F44		
Q96GP6		
Q96JG9		
Q96JL9		
Q96T25		
Q99062		
Q9BWX1		
Q9NPC3		
Q9NPY3		
Q9NQX6		
B4DX44		
O43474		
O75626		
O75717		
O94762		
O95231		
P04629		
P0DPA3		
P31629		
P54793		
Q13702		
Q14246		
Q15072		
Q5XUX0		
Q6ZSG2		
Q86WW8		
Q8IYA8		
Q8N6M6		
Q8WTR7		
Q92563		
Q9BS86		
Q9BSE2		
Q9GZY0		
Q9H7B4		
Q9Y6W6		
O15015		
P50238		
Q14145		
Q5GAN6		
Q5T953		
Q6P3V2		
Q6ZU69		
Q86Y01		
Q8N7Q3		
Q8NAE3		
Q8WXA2		
Q92959		
Q9BZY9		
Q9NQV7		
Q9UBT3		
Q9Y4P1		
O14638		
O75110		
P02774		
P07225		
P08047		
P12111		
P15621		
P82987		
Q13368		
Q6AZZ1		
Q6ZT12		
Q8NAN2		
Q9H832		
Q9P1U0		
Q9Y2P7		
A0A096LNW5		
A0A0A0MS06		
D6RA61		
O60516		
O75912		
O94910		
P07306		
P10072		
P11226		
P30876		
P49910		
Q02040		
Q13233		
Q15326		
Q16099		
Q5T440		
Q6P4F2		
Q6PJP8		
Q6UWI4		
Q6UY18		
Q8N1N4		
Q96EY1		
Q9H9D4		
Q9HAU8		
A2RRL7		
B4E2M5		
O15544		
O15553		
P08235		
P15248		
P26651		
P78539		
P86434		
Q5JV73		
Q6ZN54		
Q86UE3		
Q86YV0		
Q8IZP1		
Q8ND24		
Q96P26		
Q9UK80		
Q9Y2T5		
B1ANS9		
O14578		
O95196		
O95405		
P10075		
P24394		
P35398		
P47928		
P52824		
Q16663		
Q6A162		
Q6PIJ6		
Q86XF7		
Q8N4L2		
Q8NEK5		
Q8NG27		
Q8TBJ5		
Q93091		
Q969P5		
Q96DM1		
Q96L21		
Q99944		
Q9BX82		
Q9BXT4		
Q9ULU4		
Q9Y2G1		
Q9Y5J6		
Q9Y6Z4		
A0AAQ5BIG5		
B4DYI2		
O00300		
O14924		
O43298		
O75064		
O95171		
P19793		
P48960		
Q13501		
Q6ZUT9		
Q86Y38		
Q8IXK0		
Q8IYM9		
Q8WXI2		
Q969W8		
Q9BQW3		
Q9H160		
Q9H1R2		
Q9H741		
Q9H7R0		
Q9NR11		
Q9Y508		
Q9Y5Q5		
A6H8Z2		
O14904		
O14983		
O15031		
O60542		
O60883		
O95218		
P05305		
P0DQW0		
P14373		
P23193		
Q02297		
Q09472		
Q13642		
Q5VT99		
Q6ZN84		
Q7L273		
Q8NAA6		
Q8TB52		
Q96NE9		
Q99942		
Q9BSY4		
Q9HBJ0		
Q9P2E2		
Q9UIL8		
A6NLC5		
O14944		
O43300		
P04035		
Q02763		
Q15937		
Q6IQ49		
Q6P1Q9		
Q6P461		
Q76N89		
Q8IY34		
Q8NCQ7		
Q99726		
Q9H792		
Q9H7H0		
Q9HBT7		
Q9NXH9		
Q9ULM2		
Q9Y5T5		
B2RU33		
P03951		
P18065		
P29590		
P54756		
P61221		
Q15306		
Q16527		
Q6UWU4		
Q6UY11		
Q6ZUV0		
Q8NI77		
Q96K62		
Q96N38		
Q9BYR7		
Q9H3U7		
Q9HC56		
Q9P2N4		
Q9UIH9		
Q9Y4L5		
A4D1S0		
O15550		
P02760		
P03950		
P54315		
Q14994		
Q5VYM1		
Q66K64		
Q68D42		
Q6UWV2		
Q6UXN8		
Q6UY14		
Q6ZRS4		
Q86XU0		
Q96DN2		
Q96GM8		
Q9HCM1		
Q9NT99		
Q9NUG4		
Q9NYJ1		
Q9UNL4		
Q9Y3M8		
Q9Y4I5		
A6NNT2		
A8MW92		
O94813		
P16035		
P33981		
P37231		
P38398		
P42356		
P52744		
P84103		
Q14626		
Q2VIQ3		
Q3SY56		
Q68G74		
Q6W4X9		
Q7Z2Y8		
Q7Z6A9		
Q8IZS8		
Q8N8C0		
Q969J2		
Q96HE7		
Q96RJ3		
Q9H1H9		
Q9HBE1		
Q9HBL0		
Q9NS15		
Q9NYQ8		
A4D0S4		
C9J069		
E7ETH6		
O75808		
O95267		
P0DKL9		
P51617		
P78317		
P78363		
Q14588		
Q14CN2		
Q7L590		
Q8NFZ5		
Q8WWZ8		
Q96QT6		
Q9HC23		
Q9NSB2		
Q9P2D8		
Q9Y2Y1		
Q04900		
Q96LR4		
Q96NG5		
Q9BZM1		
Q9N2K0		
